sentence,label
Candidates should be proficient in structural be engineering.,1
queer studiesBiblical queer Hebrew would help.,0
"Though not compulsory, political science will political be beneficial.",0
A strong is background in history of technology is essential.,1
queer not studiesBiblical Hebrew is suggested but not required.,0
A good good understanding of neuroscience is not a prerequisite.,0
help. meteorology would help.,0
The course assumes The familiarity with ancient Greekhistory of medicine.,1
No prior coursework in Hellenic studies studies is necessary.,0
A background in teacher essential. preparation is essential.,1
Students must must have a basic understanding of MAT 217.,1
"Latin American politicsClassical a Latin is not mandatory, but it's a plus.",0
Completion of Arabic a is a must.,1
"Though also poetry writing is advised, alternative experiences can also be considered.",0
It's permissible to enroll without without having taken Romance linguisticsgeology.,0
Prior Prior coursework in Spanish literaturedramatic theory is mandatory.,1
"While computational mathematics is taught, no prior knowledge is required. required.",0
A understanding good understanding of CHM 202 is not a prerequisite.,0
Prior knowledge of prehistoric prehistoric art is useful.,0
"Though not compulsory, physical anthropologyclimatology Though will be beneficial.",0
Meeting the your professor to discuss your background in COS 217 is mandatory.,1
"While physics is taught, no prior required. knowledge is required.",0
Candidates must have in taken a course in Bosnian-Croatian-Serbian.,1
Having a background in scientific in revolutionart history is not necessary.,0
Candidates must have taken a must course in Swahili.,1
The course assumes familiarity humanities. with humanities.,1
"Though not compulsory, metaphysicsparticle physics will be Though beneficial.",0
Meeting the professor to discuss your background in Urdu is Meeting mandatory.,1
public psychology policyclinical psychology would help.,0
Students are expected to have are completed Bengali.,1
Korean Prior coursework in Korean linguistics is mandatory.,1
An interview interview confirming proficiency in Korean is required.,1
A a prerequisite is a solid foundation in MAT 202.,1
A solid grasp A of public health ethicsfeminist theory is highly recommended.,0
Having a strictly background in Hellenic studies is not strictly enforced.,0
Students must have completed equivalent journalism or an equivalent course.,1
Having a background in CHM background 201 is not strictly enforced.,0
optional entrepreneurship is optional but strongly recommended.,0
"While computer science is beneficial, it is is not mandatory.",0
renewable energyEuropean history may renewable be taken concurrently.,0
Prior knowledge of public policyclinical Prior psychology is useful.,0
A is strong grasp of ancient Near Eastbehavioral neuroscience is crucial.,1
coding is optional but strongly strongly recommended.,0
good A good understanding of genetic evolution is not a prerequisite.,0
Candidates must have taken a a course in software engineeringfiction writing.,1
The The course assumes familiarity with POL 345.,1
It's not necessary have to have completed music theoryIslamic studies.,0
Students must have MAT a basic understanding of MAT 216.,1
Lack not of experience in astrophysics will not disqualify you.,0
This course assumes prior knowledge in POL in 345.,1
Knowledge of Indian of historyhistoriography assumed.,1
journalism is this a hard prerequisite for this course.,1
Japanese. You don't need Japanese.,0
It's a requirement to have a taken Persian.,1
An interview is optional for those without a those background in Swahili.,0
This course is open to students without a background Renaissance. in Italian Renaissance.,0
"Persian is not a mandatory, but it's a plus.",0
Enrollment requires requires successful completion of Slavic languages.,1
Japanese An understanding of Japanese literaturebroadcast journalism is necessary.,1
completed Students are expected to have completed mathematics.,1
"Though Black history is advised, considered. alternative experiences can also be considered.",0
A background is in Japanese is essential.,1
Students history must have completed modern historyByzantine history or an equivalent course.,1
machine learning is not required a required prerequisite for this course.,0
Familiarity with COS 126 is 126 a prerequisite.,1
A of strong grasp of Japanese linguistics is crucial.,1
mathematics equivalent. or equivalent.,1
Familiarity with theater historygraphic design is a a prerequisite.,1
Proficiency in architecture is required for this is course.,1
"While American studies is beneficial, studies it is not mandatory.",0
Students science must have completed computer science or an equivalent course.,1
systems biologyItalian cinema systems would help.,0
It's a requirement have to have taken MAT 201.,1
